"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"group_1806","","hypothetical protein","1","1","1","1","2205","1","1406","","413","413","413","","","GCF_012219705.1_00899","","",""
"group_1807","","hypothetical protein","1","1","1","1","2198","1","1257","","290","290","290","","","GCF_012219705.1_00902","","",""
"group_1808","","hypothetical protein","1","1","1","1","2199","1","1261","","4133","4133","4133","","","GCF_012219705.1_00904","","",""
"group_1809","","hypothetical protein","1","1","1","1","2101","1","1262","","1400","1400","1400","","","GCF_012219705.1_00905","","",""
"group_1810","","hypothetical protein","1","1","1","1","2103","1","1254","","788","788","788","","","GCF_012219705.1_00907","","",""
"group_1812","","hypothetical protein","1","1","1","1","2300","1","1249","","170","170","170","","","GCF_012219705.1_01523","","",""
"group_1814","","hypothetical protein","1","1","1","1","2094","1","1429","","722","722","722","","","GCF_012219705.1_00913","","",""
"group_1815","","hypothetical protein","1","1","1","1","2093","1","1428","","572","572","572","","","GCF_012219705.1_00914","","",""
"group_1816","","hypothetical protein","1","1","1","1","2092","1","1468","","449","449","449","","","GCF_012219705.1_00915","","",""
"group_1817","","hypothetical protein","1","1","1","1","2091","1","1469","","602","602","602","","","GCF_012219705.1_00916","","",""
"group_1818","","hypothetical protein","1","1","1","1","2090","1","1470","","344","344","344","","","GCF_012219705.1_00917","","",""
"group_1819","","hypothetical protein","1","1","1","1","2089","1","1471","","233","233","233","","","GCF_012219705.1_00918","","",""
"group_1820","","hypothetical protein","1","1","1","1","2088","1","1472","","152","152","152","","","GCF_012219705.1_00919","","",""
"group_1821","","hypothetical protein","1","1","1","1","2087","1","1473","","158","158","158","","","GCF_012219705.1_00920","","",""
"group_1822","","hypothetical protein","1","1","1","1","2086","1","1474","","164","164","164","","","GCF_012219705.1_00921","","",""
"group_1823","","hypothetical protein","1","1","1","1","2085","1","1475","","185","185","185","","","GCF_012219705.1_00922","","",""
"group_1825","","hypothetical protein","1","1","1","1","2083","1","1523","","383","383","383","","","GCF_012219705.1_00924","","",""
"group_1826","","hypothetical protein","1","1","1","1","2082","1","1522","","182","182","182","","","GCF_012219705.1_00925","","",""
"group_1827","","hypothetical protein","1","1","1","1","2081","1","1521","","392","392","392","","","GCF_012219705.1_00926","","",""
"group_1828","","hypothetical protein","1","1","1","1","2080","1","1520","","1040","1040","1040","","","GCF_012219705.1_00927","","",""
"group_1829","","hypothetical protein","1","1","1","1","2079","1","1519","","401","401","401","","","GCF_012219705.1_00928","","",""
"bin3_2","","Putative transposon Tn552 DNA-invertase bin3","1","1","1","1","473","1","838","","587","587","587","","","","GCF_012219925.1_02475","",""
"group_1830","","hypothetical protein","1","1","1","1","2078","1","1518","","269","269","269","","","GCF_012219705.1_00929","","",""
"group_1831","","hypothetical protein","1","1","1","1","2077","1","1517","","287","287","287","","","GCF_012219705.1_00930","","",""
"group_1832","","hypothetical protein","1","1","1","1","2076","1","1516","","269","269","269","","","GCF_012219705.1_00931","","",""
"group_1833","aplIM","Modification methylase AplI","1","1","1","1","2075","1","1515","","956","956","956","","","GCF_012219705.1_00932","","",""
"group_1834","","hypothetical protein","1","1","1","1","2074","1","1514","","458","458","458","","","GCF_012219705.1_00933","","",""
"dpnM","","Modification methylase DpnIIA","1","1","1","1","2073","1","1513","","803","803","803","","","GCF_012219705.1_00934","","",""
"group_1836","","hypothetical protein","1","1","1","1","2772","1","1512","","842","842","842","","","GCF_012219705.1_00935","","",""
"group_1837","","hypothetical protein","1","1","1","1","2773","1","1511","","443","443","443","","","GCF_012219705.1_00936","","",""
"group_1838","","hypothetical protein","1","1","1","1","2774","1","1510","","341","341","341","","","GCF_012219705.1_00937","","",""
"group_1839","","hypothetical protein","1","1","1","1","2775","1","1509","","305","305","305","","","GCF_012219705.1_00938","","",""
"bin3_3","","Putative transposon Tn552 DNA-invertase bin3","1","1","1","1","3600","1","1016","","500","500","500","","","","GCF_012219925.1_02562","",""
"group_1840","","hypothetical protein","1","1","1","1","2776","1","1508","","1748","1748","1748","","","GCF_012219705.1_00939","","",""
"group_1841","","hypothetical protein","1","1","1","1","2777","1","1507","","1124","1124","1124","","","GCF_012219705.1_00940","","",""
"clpP_1","","ATP-dependent Clp protease proteolytic subunit","1","1","1","1","2778","1","1506","","764","764","764","","","GCF_012219705.1_00941","","",""
"group_1843","","hypothetical protein","1","1","1","1","2779","1","1505","","1130","1130","1130","","","GCF_012219705.1_00942","","",""
"group_1844","","hypothetical protein","1","1","1","1","2780","1","1504","","410","410","410","","","GCF_012219705.1_00943","","",""
"group_1845","","hypothetical protein","1","1","1","1","2781","1","1503","","317","317","317","","","GCF_012219705.1_00944","","",""
"group_1846","","hypothetical protein","1","1","1","1","2782","1","1502","","374","374","374","","","GCF_012219705.1_00945","","",""
"group_1847","","hypothetical protein","1","1","1","1","2783","1","1501","","395","395","395","","","GCF_012219705.1_00946","","",""
"group_1848","","hypothetical protein","1","1","1","1","2784","1","1500","","377","377","377","","","GCF_012219705.1_00947","","",""
"group_1849","","hypothetical protein","1","1","1","1","2785","1","1499","","590","590","590","","","GCF_012219705.1_00948","","",""
"group_1850","","hypothetical protein","1","1","1","1","2786","1","1498","","293","293","293","","","GCF_012219705.1_00949","","",""
"group_1851","","hypothetical protein","1","1","1","1","2787","1","1497","","143","143","143","","","GCF_012219705.1_00950","","",""
"group_1852","","hypothetical protein","1","1","1","1","2788","1","1496","","170","170","170","","","GCF_012219705.1_00951","","",""
"group_1853","","hypothetical protein","1","1","1","1","2789","1","1495","","392","392","392","","","GCF_012219705.1_00952","","",""
"group_1854","","hypothetical protein","1","1","1","1","2790","1","1494","","4307","4307","4307","","","GCF_012219705.1_00953","","",""
"group_1855","","hypothetical protein","1","1","1","1","2791","1","1493","","725","725","725","","","GCF_012219705.1_00954","","",""
"group_1856","","hypothetical protein","1","1","1","1","2792","1","1492","","3509","3509","3509","","","GCF_012219705.1_00955","","",""
"group_1857","","hypothetical protein","1","1","1","1","2793","1","1491","","413","413","413","","","GCF_012219705.1_00956","","",""
"group_1858","","hypothetical protein","1","1","1","1","2794","1","1490","","116","116","116","","","GCF_012219705.1_00957","","",""
"group_1859","","hypothetical protein","1","1","1","1","2795","1","1489","","269","269","269","","","GCF_012219705.1_00958","","",""
"group_186","apbE_1","FAD:protein FMN transferase","1","1","1","1","167","1","58","","716","716","716","","","","GCF_012219925.1_00101","",""
"group_1860","","hypothetical protein","1","1","1","1","2796","1","1488","","269","269","269","","","GCF_012219705.1_00959","","",""
"group_1861","","hypothetical protein","1","1","1","1","2797","1","1487","","344","344","344","","","GCF_012219705.1_00960","","",""
"group_1862","","hypothetical protein","1","1","1","1","2798","1","1486","","212","212","212","","","GCF_012219705.1_00961","","",""
"group_1863","","hypothetical protein","1","1","1","1","2799","1","1485","","680","680","680","","","GCF_012219705.1_00962","","",""
"group_1864","","hypothetical protein","1","1","1","1","2800","1","1484","","194","194","194","","","GCF_012219705.1_00963","","",""
"group_1865","","hypothetical protein","1","1","1","1","2801","1","1483","","908","908","908","","","GCF_012219705.1_00964","","",""
"group_1866","","hypothetical protein","1","1","1","1","2802","1","1482","","206","206","206","","","GCF_012219705.1_00965","","",""
"group_1867","","hypothetical protein","1","1","1","1","2065","1","19","","458","458","458","","","GCF_012219705.1_01129","","",""
"group_1868","","hypothetical protein","1","1","1","1","2064","1","18","","383","383","383","","","GCF_012219705.1_01130","","",""
"group_1869","","hypothetical protein","1","1","1","1","2063","1","17","","242","242","242","","","GCF_012219705.1_01131","","",""
"group_187","apbE_3","FAD:protein FMN transferase","1","1","1","1","1909","13","2","","548","548","548","","","","GCF_012219925.1_01124","",""
"group_1870","","hypothetical protein","1","1","1","1","2062","1","16","","137","137","137","","","GCF_012219705.1_01132","","",""
"group_1871","","hypothetical protein","1","1","1","1","2061","1","15","","251","251","251","","","GCF_012219705.1_01133","","",""
"group_1872","","hypothetical protein","1","1","1","1","2060","1","14","","221","221","221","","","GCF_012219705.1_01134","","",""
"group_1873","","hypothetical protein","1","1","1","1","2059","1","13","","185","185","185","","","GCF_012219705.1_01135","","",""
"group_1874","","hypothetical protein","1","1","1","1","2058","1","1536","","206","206","206","","","GCF_012219705.1_01136","","",""
"group_1878","","hypothetical protein","1","1","1","1","2372","1","1534","","140","140","140","","","GCF_012219705.1_01142","","",""
"group_1879","","hypothetical protein","1","1","1","1","2371","1","1535","","200","200","200","","","GCF_012219705.1_01143","","",""
"group_1881","","hypothetical protein","1","1","1","1","2369","1","1546","","341","341","341","","","GCF_012219705.1_01145","","",""
"group_1882","","hypothetical protein","1","1","1","1","2368","1","1547","","227","227","227","","","GCF_012219705.1_01146","","",""
"group_1883","","hypothetical protein","1","1","1","1","2367","1","1548","","257","257","257","","","GCF_012219705.1_01147","","",""
"group_1884","","hypothetical protein","1","1","1","1","2329","1","1553","","791","791","791","","","GCF_012219705.1_01149","","",""
"group_1885","","hypothetical protein","1","1","1","1","2328","1","1554","","839","839","839","","","GCF_012219705.1_01150","","",""
"group_1886","","hypothetical protein","1","1","1","1","2327","1","1555","","320","320","320","","","GCF_012219705.1_01151","","",""
"group_189","","hypothetical protein","1","1","1","1","1238","1","783","","2417","2417","2417","","","","","","GCF_012220405.1_02201"
"group_1890","","hypothetical protein","1","1","1","1","2333","1","1560","","1202","1202","1202","","","GCF_012219705.1_01157","","",""
"group_1898","","hypothetical protein","1","1","1","1","2342","1","1573","","713","713","713","","","GCF_012219705.1_01167","","",""
"group_1899","","hypothetical protein","1","1","1","1","2187","1","1577","","809","809","809","","","GCF_012219705.1_01169","","",""
"group_19","","IS5 family transposase IS1194","1","1","1","1","12","1","409","","602","602","602","","GCF_010669245.1_02048","","","",""
"group_1900","","hypothetical protein","1","1","1","1","2334","1","1576","","566","566","566","","","GCF_012219705.1_01170","","",""
"group_1901","","hypothetical protein","1","1","1","1","2335","1","1","","428","428","428","","","GCF_012219705.1_01171","","",""
"group_1902","","hypothetical protein","1","1","1","1","2388","1","7","","1328","1328","1328","","","GCF_012219705.1_01173","","",""
"group_1903","","hypothetical protein","1","1","1","1","2389","1","8","","194","194","194","","","GCF_012219705.1_01174","","",""
"group_1904","","hypothetical protein","1","1","1","1","2390","1","9","","1016","1016","1016","","","GCF_012219705.1_01175","","",""
"group_1905","","hypothetical protein","1","1","1","1","2391","1","10","","872","872","872","","","GCF_012219705.1_01176","","",""
"group_1906","","hypothetical protein","1","1","1","1","1978","9","14","","338","338","338","","","GCF_012219705.1_01376","","",""
"group_1907","","hypothetical protein","1","1","1","1","1955","9","13","","185","185","185","","","GCF_012219705.1_01377","","",""
"group_1908","","hypothetical protein","1","1","1","1","1956","9","12","","1022","1022","1022","","","GCF_012219705.1_01378","","",""
"group_1909","","hypothetical protein","1","1","1","1","3903","1","1245","","746","746","746","","","GCF_012219705.1_01519","","",""
"group_1910","","hypothetical protein","1","1","1","1","3902","1","1246","","422","422","422","","","GCF_012219705.1_01520","","",""
"group_1911","","hypothetical protein","1","1","1","1","2298","1","1247","","983","983","983","","","GCF_012219705.1_01521","","",""
"group_1912","","hypothetical protein","1","1","1","1","2299","1","1248","","323","323","323","","","GCF_012219705.1_01522","","",""
"group_1913","","hypothetical protein","1","1","1","1","2302","1","1251","","209","209","209","","","GCF_012219705.1_01525","","",""
"group_1914","","hypothetical protein","1","1","1","1","2303","1","1252","","242","242","242","","","GCF_012219705.1_01526","","",""
